Compound	KEGG_ID
(R)-Reticuline	C05178
Hydroxyacetone	C05235
Pyruvinalcohol	C05235
Aminoimidazole	C05239
2-OH-Estradiol	C05301
Nororientaline	C05317
Phenethylamine	C05332
Isosakuranetin	C05334
Hyopophosphite	C05339
Reduced azurin	C05358
Microcystin LR	C05371
Microcystin-LR	C05371
Oxalosuccinate	C05379
GDP-L-rhamnose	C05386
L-Xylonic acid	C05411
L-Lyxonic acid	C05412
alpha-Carotene	C05433
gamma-Carotene	C05435
Ergocalciferol	C05441
Oxaloglutarate	C05533
L-Metanephrine	C05588
Homoisocitrate	C05662
Methaneselenol	C05703
Cyanoglycoside	C05713
Cyanoglucoside	C05713
Butanoyl-[acp]	C05745
Hexanoyl-[acp]	C05749
Octanoyl-[acp]	C05752
Decanoyl-[acp]	C05755
Uroporphyrin I	C05767
Cobyrinic acid	C05773
Cob(II)yrinate	C05773
alpha-Ribazole	C05775
Cob(III)alamin	C05776
Apotransferrin	C05780
L-Urobilinogen	C05789
I-Urobilinogen	C05790
D-Urobilinogen	C05791
Carglumic acid	C05829
Glucobrassicin	C05837
Iminoaspartate	C05840
Iminosuccinate	C05840
Pelargidenolon	C05903
Leukocyanidine	C05906
Bathorhodopsin	C05914
alpha-Retinene	C05918
Dehydroretinal	C05918
D(+)-Panthenol	C05944
Leukotriene D4	C05951
Leukotriene E4	C05952
Thromboxane B2	C05963
Propyl alcohol	C05979
Prop-2-yn-1-ol	C05986
Prop-2-in-1-ol	C05986
2-Propylmalate	C05994
Cyclic amidine	C06059
7-Deoxyloganin	C06071
6-Oxohexanoate	C06102
(S)-Coclaurine	C06161
(-)-Slaframine	C06185
Imidazol-4-one	C06195
Fe-enterochlin	C06230
Hop-22(29)-ene	C06310
Isocarbostyril	C06324
Quinaldic acid	C06325
Metanilic acid	C06334
(R)-Coclaurine	C06349
Homospermidine	C06366
delta-Cadinene	C06394
Cinchonic acid	C06414
Tetradecanoate	C06424
Icosanoic acid	C06425
Arachidic acid	C06425
Gamolenic acid	C06426
Phosphonomycin	C06454
Leukotriene F4	C06462
D-altro-Hexose	C06464
Ethylene oxide	C06548
Amphotericin B	C06573
Aminoparathion	C06605
Erythromycin C	C06616
Malonamoyl-CoA	C06625
Erythromycin D	C06633
Erythromycin E	C06634
Erythromycin B	C06653
Proclavaminate	C06658
4-Sulfolactone	C06676
DL-Cycloserine	C06682
Isopropylamine	C06748
2-Aminopropane	C06748
p-Tolualdehyde	C06758
Diethanolamine	C06772
Vinyl chloride	C06793
Chloroethylene	C06793
Acetophenazine	C06807
Acetylcysteine	C06809
Beclomethasone	C06842
Nitrosobenzene	C06876
Chlorphenamine	C06905
Chlorpromazine	C06906
Clarithromycin	C06912
Cyclopentolate	C06932
Cyproheptadine	C06935
Diethylpropion	C06954
Spirodilactone	C06986
Isophosphamide	C07047
Phenylethylene	C07083
Benzoylacetate	C07114
Metaproterenol	C07144
Tripelennamine	C07180
m-Tolualdehyde	C07209
Azidothymidine	C07210
o-Tolualdehyde	C07214
Nitrofurantoin	C07268
Limonene oxide	C07271
Methylarsonate	C07294
Methylarsonite	C07295
Spironolactone	C07310
Androstanazole	C07311
Sulfinpyrazone	C07317
Senecialdehyde	C07330
"(7S,8S)-DiHODE"	C07354
Proxymetacaine	C07383
Pyridostigmine	C07410
Paramethadione	C07411
Pentoxifylline	C07424
Phenylbutazone	C07440
Chlorothiazide	C07461
Methoxyflurane	C07517
Benzo[a]pyrene	C07535
4-Nitroanisole	C07555
p-Nitroanisole	C07555
Acid Yellow 23	C07574
Dimethisterone	C07628
Androstanediol	C07632
5-Fluorouracil	C07649
Sulfathalidine	C07659
Etidronic acid	C07736
Metoclopramide	C07868
Chloroprocaine	C07877
Xylometazoline	C07913
Dehydroemetine	C07996
Iodine aqueous	C08040
Sulfamethizole	C08050
Primolut depot	C08148
Levonorgestrel	C08149
(-)-Norgestrel	C08149
Mannoheptulose	C08236
Neohesperidose	C08244
(-)-Viburnitol	C08259
(-)-Betonicine	C08269
Djenkolic acid	C08275
Isowillardiine	C08289
3-Methylindole	C08313
(R)-Laenitrile	C08325
Sterculic acid	C08366
Hentriacontane	C08376
Hexacosan-1-ol	C08381
Octacosan-1-ol	C08387
2-Propanethiol	C08391
1-Triacontanol	C08392
Tritriacontane	C08393
Glucoberteroin	C08401
Glucocheirolin	C08405
Glucoiberverin	C08412
Glucorapiferin	C08425
alpha-Amanitin	C08438
Dehydrosafynol	C08447
Stearolic acid	C08459
"Indican, plant"	C08481
Lilac aldehyde	C08498
Acetylcaranine	C08513
Galanthaminone	C08534
Pancratistatin	C08535
Betalamic acid	C08538
Tiglyl tiglate	C08546
Lampranthin II	C08552
Miraxanthin-II	C08555
Musca-aurin-II	C08560
Muscaaurin VII	C08562
Vulgaxanthin-I	C08568
Antheraxanthin	C08579
delta-Carotene	C08586
Lactucaxanthin	C08599
Betulinic acid	C08619
Lupeol acetate	C08630
3-Acetyllupeol	C08630
Columbiananine	C08666
Septentriodine	C08668
Cuauchichicine	C08672
Septentrionine	C08706
Dihydroeuparin	C08744
Azadirachtin A	C08748
Glaucarubinone	C08763
Glaucarubolone	C08764
Cucurbitacin A	C08793
Cucurbitacin B	C08794
Cucurbitacin C	C08795
Cucurbitacin D	C08796
Cucurbitacin E	C08797
Cucurbitacin F	C08798
Cucurbitacin H	C08799
Cucurbitacin I	C08800
Cucurbitacin J	C08801
Cucurbitacin L	C08802
Cucurbitacin O	C08803
Cucurbitacin P	C08804
Cucurbitacin Q	C08805
Cucurbitacin S	C08806
Ajugasterone C	C08811
Brassicasterol	C08813
Gum tragacanth	C08827
Poriferasterol	C08836
7-Stigmastenol	C08839
alpha-Antiarin	C08847
Sarmentoloside	C08878
Asparagoside A	C08886
Protogracillin	C08908
Cimicifugoside	C08935
Ginsenoside Re	C08944
Ginsenoside Rf	C08945
beta-Pyrufuran	C08948
Gypenoside XXV	C08949
Phaseoloside D	C08967
Primulasaponin	C08970
Rotundioside B	C08973
Saikosaponin A	C08975
Toxyl angelate	C08981
Soyasaponin A1	C08982
Spinasaponin A	C08984
(-)-Apparicine	C09036
Aspidofractine	C09040
Aspidospermine	C09042
Clerodendrin A	C09074
Calycanthidine	C09097
Grayanotoxin I	C09103
Jatrophatrione	C09119
Chanoclavine-I	C09131
(R)-Cembrene A	C09140
(-)-Eburnamine	C09146
Calophyllolide	C09158
Pisiferic acid	C09163
Terpenoid EA-I	C09198
Geissospermine	C09200
Quadrigemine A	C09234
Rhyncophylline	C09236
C-Toxiferine I	C09246
Decuroside III	C09257
Dihydrosamidin	C09260
Leptodactylone	C09271
Archangelolide	C09296
Chrysartemin B	C09302
Artemisiifolin	C09304
Sulfur dioxide	C09306
Actinodaphnine	C09322
Alangimarckine	C09328
(6S)-H4PteGlu2	C09332
(-)-Argemonine	C09341
(-)-Adlumidine	C09372
Confertiflorin	C09374
(+-)-Carnegine	C09375
Eupaformosanin	C09432
Glechomanolide	C09466
Graminiliatrin	C09469
Isomontanolide	C09486
Laurenobiolide	C09492
Microhelenin A	C09508
Microhelenin C	C09509
Onopordopicrin	C09520
(S)-Isoboldine	C09541
(+)-Isoboldine	C09541
Salonitenolide	C09542
Isococculidine	C09546
Oxoushinsunine	C09567
(-)-Salsolinol	C09642
alpha-Cubebene	C09647
Dehydrongaione	C09660
alpha-Eudesmol	C09663
beta-Farnesene	C09666
alpha-Humulene	C09684
beta-Santalene	C09718
alpha-Santalol	C09719
Seiricardine A	C09722
Lonchocarpol A	C09724
alpha-Sinensal	C09729
(-)-Thujopsene	C09740
Valerenic acid	C09743
alpha-Vetivone	C09744
Deoxynivalenol	C09747
alpha-Ylangene	C09749
Liquiritigenin	C09762
Manniflavanone	C09763
Antirrhinoside	C09768
Methylodoratol	C09774
Didrovaltratum	C09776
Fulvoplumierin	C09778
Phenyl cyanide	C09814
Piperaduncin B	C09829
Chrysanthenone	C09843
(+)-Luciduline	C09872
(+)-Piperitone	C09885
beta-Obscurine	C09890
Thymyl acetate	C09909
(-)-Actinidine	C09910
Cleomiscosin A	C09922
Catheduline E2	C09935
Tephrowatsin A	C09970
Theasinensin A	C09972
Integerressine	C10006
Agathisflavone	C10017
Resokaempherol	C10037
1-Isomangostin	C10071
(-)-Usnic acid	C10101
(S)-Usnic acid	C10101
Neocarlinoside	C10109
Neoschaftoside	C10110
Picolinic acid	C10164
Piperlongumine	C10166
Trichostachine	C10174
Robustaflavone	C10179
Isocarthamidin	C10184
Sexangularetin	C10185
Swertiajaponin	C10187
Velloquercetin	C10194
Cyclokievitone	C10207
Procyanidin B4	C10238
Agrostophyllin	C10244
Blestriarene B	C10248
Copalliferol B	C10252
Isobatatasin I	C10265
Lunularic acid	C10268
Oxyresveratrol	C10273
Alterperylenol	C10295
Altersolanol A	C10296
7-Chloroemodin	C10311
Cornudentanone	C10320
Isolycopsamine	C10336
(+)-Latifoline	C10344
beta-Lapachone	C10367
Norobtusifolin	C10379
Seneciphylline	C10391
Pseudopurpurin	C10394
trans-Anethole	C10428
Diferulic acid	C10446
Methylchavicol	C10452
Grandidentatin	C10463
Lusitanicoside	C10474
Phaseolic acid	C10483
Plantamajoside	C10485
Purpureaside C	C10488
Lonchocarpenin	C10491
(-)-Medicarpin	C10503
(-)-Phaseollin	C10514
(-)-Variabilin	C10539
(-)-Arctigenin	C10545
Cleistanthin A	C10548
(-)-Morelensin	C10551
Deoxygomisin A	C10555
Dihydrocubebin	C10558
Cephalomannine	C10579
Cryptopleurine	C10586
Elaeocarpidine	C10590
Rubschisandrin	C10621
Verruculotoxin	C10624
Balfourodinium	C10648
Acetosyringone	C10664
gamma-Fagarine	C10676
Flindersiamine	C10678
Glycobismine A	C10685
Glycophymoline	C10687
Hydroquinidine	C10696
Isofebrifugine	C10698
Mallotophenone	C10708
alpha-Peltatin	C10729
Anacardic acid	C10759
p-Anisaldehyde	C10761
Homoormosanine	C10768
(-)-Ormosanine	C10777
Cannabidiolate	C10784
Ginkgolic acid	C10794
Calystegine A3	C10850
Calystegine B2	C10851
Norhyoscyamine	C10862
(-)-Steganacin	C10886
Methyl oxalate	C10900
Butyl acrylate	C10921
Dichlozolinate	C10979
Hydramethylnon	C10994
Chlorothalonil	C11037
Azadirachtinin	C11047
Imazamethabenz	C11083
Acetoacetamide	C11106
Isoprothiolane	C11111
Methaphenilene	C11113
Dimethyl ether	C11144
Methoxymethane	C11144
Propyl gallate	C11155
Thiolactomycin	C11165
Dexpropranolol	C11193
Dexniguldipine	C11236
8-Azaadenosine	C11265
Leucyl-leucine	C11332
Bornyl acetate	C11338
Acetovanillone	C11380
Benzoyltropein	C11381
Benzoyltropine	C11381
Phenanthracene	C11422
Polysorbate 80	C11625
ortho-Vanadate	C11627
Sarpagan-17-ol	C11635
8-Epiiridodial	C11651
Horhammericine	C11677
MET-enkephalin	C11684
Uracil mustard	C11686
(-)-Cromakalim	C11697
L-Isoprenaline	C11703
alpha-Naphthol	C11714
N-Ethylglycine	C11735
Flucloxacillin	C11748
(-)-Salbutamol	C11770
Thiaburimamide	C11800
Gibberellin A6	C11856
Gibberellin A9	C11863
Gibberellin A4	C11864
Gibberellin A7	C11867
Gibberellin A5	C11871
Kaurenoic acid	C11874
Neoabietadiene	C11880
L-Pimaric acid	C11888
(+)-Thunbergen	C11893
dTDP-L-olivose	C11920
dTDP-D-olivose	C11923
Avermectin B2b	C11959
Avermectin A2b	C11960
Avermectin B1b	C11967
Avermectin A1b	C11968
Avermectin B2a	C11975
Avermectin A2a	C11976
Avermectin B1a	C11983
Avermectin A1a	C11984
Megalomicin C1	C11987
Megalomicin C2	C11988
Mureidomycin A	C12007
Yersiniabactin	C12038
Griseorhodin A	C12048
Micrococcin P1	C12051
Palustric acid	C12077
Soyasaponin II	C12081
epi-Afzelechin	C12128
Vetispiradiene	C12142
Stigmatellin A	C12148
Stigmatellin X	C12149
Stigmatellin Y	C12150
Proansamycin X	C12176
Proansamitocin	C12177
3-Epimacronine	C12178
Trisphaeridine	C12182
Pseudolycorine	C12187
UDP-kanosamine	C12211
Ferric cyanide	C12217
Bacillomycin D	C12267
Gibberellin 44	C12308
Militarinone D	C12332
Militarinone A	C12333
Militarinone B	C12334
Militarinone C	C12335
Triphyopeltine	C12339
Isoshinanolone	C12343
Kinobscurinone	C12391
Urdamycinone B	C12404
Urdamycinone F	C12410
Nogalonic acid	C12416
Aklanonic acid	C12421
Daunorubicinol	C12433
Pseudoecgonine	C12449
L-Prolyl-[pcp]	C12470
Coumeroic acid	C12478
Coumermic acid	C12479
Glutaraldehyde	C12518
Quercimeritrin	C12639
Bisibuthiamine	C12750
Troleandomycin	C12753
Proscillaridin	C12816
Epicholestanol	C12978
Propagermanium	C13086
Proxigermanium	C13086
Sodium sulfate	C13199
Sodium citrate	C13249
Paroxypropione	C13342
Aspirin softam	C13400
Xanthoxic acid	C13454
Chromomycin A3	C13569
Arsenous oxide	C13619
Clofibric acid	C13700
Adenophostin B	C13722
Adenophostin A	C13727
Teicoplanin A2	C13781
Teichomycin A2	C13781
(+)-Hydrastine	C13799
Levuglandin E2	C13807
Levuglandin D2	C13808
Chromanol 293B	C13820
Octadecanamide	C13846
Chimyl alcohol	C13859
Argiotoxin 636	C13927
Argiotoxin 659	C13929
2-Oxodecanoate	C13945
Leucomycin A13	C14063
Phthalocyanine	C14077
Michler's base	C14135
2-Phenylbutane	C14142
Metrizoic acid	C14165
4-OH-Estradiol	C14209
"1,8-Octanediol"	C14218
2-Chlorophenol	C14219
Phenolphthalin	C14223
4-Phenylphenol	C14224
4-t-Amylphenol	C14226
Mytatrienediol	C14242
3-Chlorophenol	C14270
"1,2-Octanediol"	C14273
4-Propylphenol	C14311
3-Phenylphenol	C14342
4-Butoxyphenol	C14351
n-Heptaldehyde	C14390
4-Nitrotoluene	C14394
2-Aminotoluene	C14403
Benzo[e]pyrene	C14435
"1,2-Benzpyrene"	C14435
16-Ketoestrone	C14441
N-Ethylaniline	C14455
Normethandrone	C14491
Eburicoic acid	C14495
Estrololactone	C14496
Chinomethionat	C14514
Camphorquinone	C14515
3-Ethyltoluene	C14522
2-Ethyltoluene	C14572
Dromostanolone	C14605
Allenolic acid	C14613
p-Heptylphenol	C14698
"15H-11,12-EETA"	C14781
"11,12,15-THETA"	C14782
"11H-14,15-EETA"	C14813
"11,14,15-THETA"	C14814
3-Deoxyestrone	C14972
2-Nitroestrone	C15018
Coelenterazine	C15037
Coelenteramide	C15038
Hydroxylinuron	C15250
6-Azaequilenin	C15325
4-Nitroestrone	C15362
Apocholic acid	C15375
Decylubiquinol	C15495
4-Glyceollidin	C15510
Glyceollin III	C15511
Benzyl acetate	C15513
(+)-Corydaline	C15530
Taxuyunnanin C	C15537
(R)-2-Haloacid	C15564
Phenyl acetate	C15583
p-Hydroquinone	C15603
Malonuric acid	C15607
Pirinixic acid	C15617
Arotinoid acid	C15634
Kynostatin 272	C15655
Teicoplanin A3	C15669
Teichomycin A3	C15669
Mycinamicin II	C15680
Mycinamicin VI	C15682
Melithiazole E	C15712
Lyngbyatoxin A	C15720
Zwittermicin A	C15726
Concanamycin A	C15761
2-Iminoacetate	C15809
Antibiotic K41	C15839
Isomigrastatin	C15846
Angiotensin IV	C15849
Allatostatin I	C15880
Rhodoviolascin	C15881
Granuliberin R	C15912
Helospectin II	C15918
4-Hydroxymyxol	C15932
Isorenieratene	C15943
Neuropeptide Y	C15949
Big endothelin	C16009
Somatostatin-2	C16021
Somatostatin-1	C16022
Cortistatin-29	C16023
Cortistatin-17	C16024
Neuropeptide S	C16036
Leu-enkephalin	C16041
3-Sulfolactate	C16069
Benzyl cyanide	C16074
Neurophysin II	C16078
Corticoliberin	C16079
Neuropeptide K	C16095
Little gastrin	C16113
Insulin-like 3	C16124
Adrenomedullin	C16127
Germacradienol	C16143
"(R,S)-Nicotine"	C16150
Malonyldaidzin	C16191
Traumatic acid	C16308
"3,6-Nonadienal"	C16323
3-Oxo-OPC8-CoA	C16330
3-Oxo-OPC6-CoA	C16334
3-Oxo-OPC4-CoA	C16338
Albireodelphin	C16354
Chlornaphazine	C16446
Coal-tar pitch	C16451
4-Fluorophenol	C16485
Fructoselysine	C16488
Farnesoic acid	C16502
Icosenoic acid	C16526
Docosanoyl-CoA	C16528
Eicosenoyl-CoA	C16530
Docosenoyl-CoA	C16531
Aldoifosfamide	C16556
Alcoifosfamide	C16558
Plastoquinol-9	C16695
Plastoquinol A	C16695
Dolichotheline	C16696
Discodermolide	C16746
Neosurugatoxin	C16761
Oscillatoxin A	C16771
Halichondrin B	C16791
alpha-Cadinene	C16815
gamma-Humulene	C16829
Hydrogen oxide	C16844
Cinchonidinone	C16846
Pachydictyol A	C16858
Pectenotoxin 1	C16871
Cryptophycin 1	C16877
Jasplakinolide	C16883
Catalpalactone	C16929
Masilinic acid	C16939
Isoimperatorin	C16976
Ophiopogonin B	C17038
Ophiopogonin A	C17041
Ophiopogonin D	C17042
Ophiopogonin C	C17043
Phellodendrine	C17046
Isotetrandrine	C17060
6-Chloroindole	C17089
alpha-Cyperone	C17090
alpha-Sanshool	C17091
Aeroplysinin 1	C17099
Furocaespitane	C17113
Spirolaurenone	C17114
beta-Gurjunene	C17120
gamma-Eudesmol	C17124
(-)-Filiformin	C17133
Oleanolic acid	C17148
Plakortic acid	C17158
5-Formyluracil	C17206
2-Deoxyinosose	C17209
Homomethionine	C17213
Homoamino acid	C17266
Glucoaubrietin	C17273
Glucosisymbrin	C17275
CDP-ascarylose	C17327
Northienamycin	C17369
Acetylshikonin	C17413
Linderalactone	C17425
Suspensolide F	C17429
(+)-Falcarinol	C17447
beta-Terpineol	C17517
Methyl acetate	C17530
Sibiricoside A	C17536
Sibiricoside B	C17537
Ginsenoside Ro	C17543
Zizybeoside II	C17565
D-(-)-Lotusine	C17567
(+/-)-Catechin	C17590
Speciophylline	C17596
2(5H)-Furanone	C17601
2(3H)-Furanone	C17602
10-Oxogeranial	C17622
Procyanidin C1	C17624
Procyanidin B2	C17639
Procyanidol B2	C17639
Procyanidin B5	C17640
Procyanidol B5	C17640
Cinncassiol C3	C17641
Cinncassiol C2	C17642
Cinncassiol C1	C17643
Hyocholic acid	C17649
Cinncassiol D1	C17652
Cinncassiol D2	C17653
Cinncassiol D3	C17655
Cinncassiol D4	C17656
Avicholic acid	C17667
Chryso-obtusin	C17669
Cryptomeridiol	C17676
Gentamicin C2b	C17706
Paromomycin II	C17712
Heptanoic acid	C17714
Huzhongoside B	C17807
Terrestriamide	C17839
Butylphthalide	C17854
Atractylodinol	C17856
Uncaric acid A	C17874
Eriojaposide A	C17888
Eriojaposide B	C17889
Euscaphic acid	C17890
Arecatannin B1	C17892
Arecatannin A2	C17893
Arecatannin A1	C17894
Arecatannin A3	C17895
Arecatannin B2	C17896
Arecatannin C1	C17897
Menisdaurilide	C17900
Isozaluzanin C	C17912
Scopoloside II	C17922
Fortimicin KL1	C17973
Fortimicin KK1	C17974
Dermenkephalin	C18010
Pheophorbide a	C18021
5-Deoxystrigol	C18037
7alpha-OH-DHEA	C18045
Ethylnitronate	C18091
n-Butylbenzene	C18150
Growth hormone	C18181
Erythropoietin	C18200
Palustradienol	C18219
Palustradienal	C18220
Ethyl chloride	C18248
"1,6-Pyrenediol"	C18263
"1,8-Pyrenediol"	C18264
Calcium iodide	C18381
Dichlofenthion	C18398
Ethylthiometon	C18400
Chlorfluazuron	C18426
Ethoxysulfuron	C18440
Methyl bromide	C18447
Difenoconazole	C18459
Imibenconazole	C18468
Chromafenozide	C18515
Prohydrojasmon	C18538
Pyraclostrobin	C18561
Oxaziclomefone	C18571
L-Homotyrosine	C18622
Nogalaviketone	C18630
Nogalamycinone	C18631
Azinphos-ethyl	C18644
Butoxycarboxim	C18646
Mercuric oxide	C18670
Sodium cyanide	C18673
Zinc phosphide	C18674
Chlorethoxyfos	C18677
Mithramycin DK	C18711
Copper sulfate	C18713
Fentin acetate	C18728
Fluoroglycofen	C18732
MCPA-thioethyl	C18741
Methasulfocarb	C18746
Pyridafenthion	C18762
5-Methyl-H4SPT	C18799
Terbuthylazine	C18810
Spiramycin III	C18844
Mycinamicin IV	C18846
Pyrazosulfuron	C18889
Salicylanilide	C18915
Ethoate-methyl	C18983
Chloromebuform	C19037
Chlomethoxyfen	C19066
Methoxyphenone	C19124
Sulfur mustard	C19164
Vinyl fluoride	C19185
Aniline yellow	C19187
CI Basic red 9	C19210
Cobalt sulfate	C19215
para-Cresidine	C19216
Dihydrosafrole	C19229
1-Butene oxide	C19237
Ethyl acrylate	C19238
Glycidaldehyde	C19246
"2,4-Hexadienal"	C19249
Propyleneimine	C19257
2-Nitroanisole	C19270
o-Nitroanisole	C19270
Allyl chloride	C19316
para-Anisidine	C19326
Brilliant blue	C19352
Food blue No.1	C19352
Chromium (III)	C19368
meta-Cresidine	C19376
Crotonaldehyde	C19377
Fast green FCF	C19423
Guinea green B	C19428
Light green SF	C19439
Methyl selenac	C19460
3-Nitrotoluene	C19486
Phenicarbazide	C19498
Polipropene 25	C19505
Sudan Brown RR	C19528
Sulfamethazine	C19530
Ethyl tellurac	C19570
2-Nitrotoluene	C19597
Docosanedioate	C19625
5alpha-Cholane	C19659
Thermospermine	C19669
(+)-Epicubenol	C19744
Reduced flavin	C19790
Terpentetriene	C19814
Protostadienol	C19820
L-Asp(4-L-Arg)	C19843
Pimeloyl-[acp]	C19845
Contignasterol	C19902
Iminodiacetate	C19911
Diadinoxanthin	C19921
Pentalen-13-ol	C19938
Pentalen-13-al	C19939
Cytochalasin A	C19953
Cytochalasin B	C19954
13-cis-Retinol	C19962
Tuberculosinol	C19963
2-Hydroxy-dATP	C19969
2-Hydroxy-dAMP	C19970
Strophanthidin	C19988
Rhodojaponin I	C19992
Microcystin RR	C19995
Microcystin RA	C19996
Microcystin YR	C19997
Acanthifolicin	C20006
Caribenolide I	C20007
Hoffmanniolide	C20008
Homoyessotoxin	C20011
Pectenotoxin 2	C20012
Gonyautoxin VI	C20019
Pumiliotoxin A	C20033
Philanthotoxin	C20052
Omega-Aga-IIIA	C20091
Argiopinin III	C20095
ent-Isokaurene	C20145
beta-Carboline	C20157
(+)-T-Muurolol	C20184
"(5S,8R)-DiHODE"	C20186
Solanapyrone A	C20201
Cannabidivarin	C20217
Ureidoacrylate	C20254
(+)-Isothujone	C20260
N-Acetoxy-PhIP	C20287
"1,3-Butanediol"	C20335
Alphazurine FG	C20336
Octyldodecanol	C20338
Imidazol-2-one	C20382
Tetranorbiotin	C20385
Biotin sulfone	C20387
Tryprostatin B	C20512
Brevianamide F	C20563
Versicolorin B	C20575
6-Tuliposide A	C20577
Versicolorin A	C20583
Fusaproliferin	C20591
beta-Paxitriol	C20593
Tryprostatin A	C20607
Cyclic GMP-AMP	C20640
2-Benzylmalate	C20653
3-Benzylmalate	C20654
But-3-en-2-one	C20701
But-1-en-3-one	C20701
3-Oxodecanoate	C20714
(+)-Thujopsene	C20724
Ginsenoside Rd	C20725
Novamethymycin	C20741
ms2t6A in tRNA	C20752
ms2i6A in tRNA	C20753
Desulfo-A47934	C20759
N-Methylpavine	C20770
Ginsenoside F2	C20779
Ginsenoside F1	C20780
Methyl sulfide	C20791
Sulfoquinovose	C20829
alpha-L-Fucose	C20835
Alloavicholate	C20866
beta-Citraurin	C20894
delta-Tabtoxin	C20919
(R)-Nephthenol	C20923
LysW-glutamate	C20948
Phosphoric acid	C00009
2-Oxopropanoate	C00022
L-Glutamic acid	C00025
D-Glucopyranose	C00031
Oxalacetic acid	C00036
Acyl coenzyme A	C00040
L-alpha-Alanine	C00041
L-Aspartic acid	C00049
UDP-D-galactose	C00052
Monocarboxylate	C00060
Carboxylic acid	C00060
Methylene oxide	C00067
L-Ascorbic acid	C00072
L-Phenylalanine	C00079
"1,2-Benzenediol"	C00090
5'Uridylic acid	C00105
2-Aminobenzoate	C00108
1D-myo-Inositol	C00137
1L-myo-Inositol	C00137
UDP-glucuronate	C00167
Hydroxypyruvate	C00168
Glucuronic acid	C00191
Dimethyl ketone	C00207
N-Methylglycine	C00213
D-Glutamic acid	C00217
3-Oxopropanoate	C00222
p-Coumaroyl-CoA	C00223
4-Coumaroyl-CoA	C00223
Methyl viologen	C00225
Primary alcohol	C00226
Protocatechuate	C00230
Carbon monoxide	C00237
Deoxycytidylate	C00239
L-xylo-Hexulose	C00247
D-Gluconic acid	C00257
alpha-D-Glucose	C00267
Androstenedione	C00280
(-)-Quinic acid	C00296
Glutaminic acid	C00302
D-Arabinoketose	C00309
Acetoacetyl-CoA	C00332
D-Galacturonate	C00333
4-Aminobutyrate	C00334
Thymidylic acid	C00364
Pyrimidine base	C00396
D-Aspartic acid	C00402
Methylmercaptan	C00409
Triacylglycerol	C00422
trans-Cinnamate	C00423
Hydrogen halide	C00462
Propionaldehyde	C00479
Antibiotic 6640	C00494
L-Arabinoketose	C00508
(2S)-Naringenin	C00509
Hyaluronic acid	C00518
2'-Deoxyuridine	C00526
"1,4-Benzenediol"	C00530
4-Hydroxyphenol	C00530
L-Noradrenaline	C00547
Benzenemethanol	C00556
(3S)-Citryl-CoA	C00566
4-Aminobenzoate	C00568
p-Aminobenzoate	C00568
Arabinogalactan	C00569
Cyclohexylamine	C00571
Cyclohexanamine	C00571
Keratan sulfate	C00573
beta-D-Fucoside	C00574
"1,2-Propanediol"	C00583
Dehydroacyl-CoA	C00605
Androstanedione	C00674
Glycine betaine	C00719
"3,5-Toluenediol"	C00727
3alpha-Tropanol	C00729
Dimethylglyoxal	C00741
"2,3-Butanedione"	C00741
D-xylo-Hexulose	C00764
Valerianic acid	C00803
p-Coumaric acid	C00811
Barbituric acid	C00813
Citramalic acid	C00815
D-Glucaric acid	C00818
L-Arogenic acid	C00826
Oxomalonic acid	C00830
(R)-Pantetheine	C00831
p-Menthan-3-one	C00843
Hexahydrophenol	C00854
Cyclohexan-1-ol	C00854
But-2-enoyl-CoA	C00877
Galactaric acid	C00879
L-Homocarnosine	C00884
L-Tartaric acid	C00898
3-Methyladenine	C00913
Benzyl viologen	C00915
Cephalosporin C	C00916
Chelating agent	C00917
Chloramphenicol	C00918
Choline sulfate	C00919
CoA-glutathione	C00920
Dihydropteroate	C00921
Ferricytochrome	C00923
Ferrocytochrome	C00924
Heparan sulfate	C00925
Heparin sulfate	C00925
Isonocardicin A	C00927
Mercaptoethanol	C00928
Oligonucleotide	C00929
Oligosaccharide	C00930
Porphobilinogen	C00931
Sinapoylcholine	C00933
Sugar phosphate	C00934
UDP-L-arabinose	C00935
alpha-D-Mannose	C00936
"1,3-beta-Glucan"	C00965
3-Phosphoserine	C01005
